page,json_path,classification,finding
https://www.805shutters.com/commercial-window-coverings/santa-rosa-valley-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-window-coverings/santa-rosa-valley-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/commercial-window-coverings/santa-rosa-valley-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/commercial-window-coverings/santa-rosa-valley-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/commercial-window-coverings/santa-rosa-valley-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/commercial-window-coverings/santa-rosa-valley-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/commercial-window-coverings/santa-rosa-valley-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-window-coverings/santa-rosa-valley-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-window-coverings/santa-rosa-valley-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/commercial-window-coverings/simi-valley-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-window-coverings/simi-valley-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-window-coverings/simi-valley-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/commercial-window-coverings/simi-valley-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/commercial-window-coverings/simi-valley-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/commercial-window-coverings/simi-valley-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/commercial-window-coverings/simi-valley-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/commercial-window-coverings/simi-valley-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-window-coverings/simi-valley-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-window-coverings/simi-valley-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/commercial-window-coverings/thousand-oaks-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-window-coverings/thousand-oaks-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-window-coverings/thousand-oaks-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/commercial-window-coverings/thousand-oaks-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/commercial-window-coverings/thousand-oaks-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/commercial-window-coverings/thousand-oaks-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/commercial-window-coverings/thousand-oaks-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/commercial-window-coverings/thousand-oaks-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-window-coverings/thousand-oaks-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-window-coverings/thousand-oaks-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/commercial-window-coverings/ventura-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-window-coverings/ventura-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-window-coverings/ventura-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/commercial-window-coverings/ventura-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/commercial-window-coverings/ventura-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/commercial-window-coverings/ventura-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/commercial-window-coverings/ventura-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/commercial-window-coverings/ventura-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-window-coverings/ventura-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-window-coverings/ventura-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/commercial-window-coverings/westlake-village-ca/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-window-coverings/westlake-village-ca/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-window-coverings/westlake-village-ca/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/commercial-window-coverings/westlake-village-ca/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/commercial-window-coverings/westlake-village-ca/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/commercial-window-coverings/westlake-village-ca/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/commercial-window-coverings/westlake-village-ca/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/commercial-window-coverings/westlake-village-ca/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-window-coverings/westlake-village-ca/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-window-coverings/westlake-village-ca/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/blinds/ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/blinds/ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/blinds/ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/blinds/ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/blinds/ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/blinds/ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/blinds/ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/blinds/ventura-county/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/blinds/ventura-county/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/blinds/ventura-county/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/window-treatments/camarillo/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/window-treatments/camarillo/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/window-treatments/camarillo/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/window-treatments/camarillo/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/window-treatments/camarillo/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/window-treatments/camarillo/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/window-treatments/camarillo/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/window-treatments/camarillo/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/window-treatments/camarillo/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/window-treatments/camarillo/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/ventura-county-window-treatments-camarillo-blinds-shades-shutters/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/ventura-county-window-treatments-camarillo-blinds-shades-shutters/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/ventura-county-window-treatments-camarillo-blinds-shades-shutters/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/ventura-county-window-treatments-camarillo-blinds-shades-shutters/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/ventura-county-window-treatments-camarillo-blinds-shades-shutters/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/ventura-county-window-treatments-camarillo-blinds-shades-shutters/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/ventura-county-window-treatments-camarillo-blinds-shades-shutters/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/shutters/plantation/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shutters/plantation/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/shutters/plantation/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/shutters/plantation/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/shutters/plantation/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/shutters/plantation/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/shutters/plantation/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/shutters/plantation/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shutters/plantation/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/shutters/plantation/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/shutters/interior-shutters-camarillo/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shutters/interior-shutters-camarillo/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/shutters/interior-shutters-camarillo/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/shutters/interior-shutters-camarillo/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/shutters/interior-shutters-camarillo/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/shutters/interior-shutters-camarillo/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/shutters/interior-shutters-camarillo/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/shutters/interior-shutters-camarillo/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shutters/interior-shutters-camarillo/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/shutters/interior-shutters-camarillo/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/shutters/wood-shutters-camarillo/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shutters/wood-shutters-camarillo/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/shutters/wood-shutters-camarillo/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/shutters/wood-shutters-camarillo/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/shutters/wood-shutters-camarillo/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/shutters/wood-shutters-camarillo/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/shutters/wood-shutters-camarillo/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/shutters/wood-shutters-camarillo/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/shutters/wood-shutters-camarillo/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/shutters/wood-shutters-camarillo/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/recent-projects/sliding-door-shutters-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/recent-projects/sliding-door-shutters-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/recent-projects/sliding-door-shutters-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/recent-projects/sliding-door-shutters-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/recent-projects/sliding-door-shutters-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/recent-projects/sliding-door-shutters-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/recent-projects/sliding-door-shutters-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/recent-projects/roller-shades-large-window-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/recent-projects/roller-shades-large-window-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/recent-projects/roller-shades-large-window-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/recent-projects/roller-shades-large-window-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/recent-projects/roller-shades-large-window-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/recent-projects/roller-shades-large-window-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/recent-projects/roller-shades-large-window-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/recent-projects/layered-window-shades-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/recent-projects/layered-window-shades-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/recent-projects/layered-window-shades-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/recent-projects/layered-window-shades-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/recent-projects/layered-window-shades-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/recent-projects/layered-window-shades-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/recent-projects/layered-window-shades-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/recent-projects/arched-plantation-shutters-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/recent-projects/arched-plantation-shutters-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/recent-projects/arched-plantation-shutters-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/recent-projects/arched-plantation-shutters-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/recent-projects/arched-plantation-shutters-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/recent-projects/arched-plantation-shutters-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/recent-projects/arched-plantation-shutters-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/recent-projects/dark-wood-plantation-shutters-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/recent-projects/dark-wood-plantation-shutters-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/recent-projects/dark-wood-plantation-shutters-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/recent-projects/dark-wood-plantation-shutters-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/recent-projects/dark-wood-plantation-shutters-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/recent-projects/dark-wood-plantation-shutters-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/recent-projects/dark-wood-plantation-shutters-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/recent-projects/plantation-shutters-ventura-county-project/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/recent-projects/plantation-shutters-ventura-county-project/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/recent-projects/plantation-shutters-ventura-county-project/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/recent-projects/plantation-shutters-ventura-county-project/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/recent-projects/plantation-shutters-ventura-county-project/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/recent-projects/plantation-shutters-ventura-county-project/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/recent-projects/plantation-shutters-ventura-county-project/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/best-window-treatments-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/best-window-treatments-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/best-window-treatments-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/best-window-treatments-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/best-window-treatments-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/best-window-treatments-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/best-window-treatments-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/best-window-treatments-ventura-county/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/best-window-treatments-ventura-county/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/best-window-treatments-ventura-county/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/best-window-treatments-ventura-county/,$[1].@graph[1].availableChannel.servicePhone,Schema.org range error,servicePhone contains Text; expected ContactPoint
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/plantation-shutters-vs-shades-ventura-county/,$[1].@graph[1].availableChannel.servicePhone,Schema.org range error,servicePhone contains Text; expected ContactPoint
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/custom-blinds-shades-shutters-camarillo/,$[1].@graph[1].availableChannel.servicePhone,Schema.org range error,servicePhone contains Text; expected ContactPoint
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[0].@graph[0],Approved geography,areaServed includes Santa Clarita; lacks explicit Ventura County; serviceArea includes North Los Angeles County
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[0].@graph[0],Approved identity,sameAs Maps and Instagram variants differ from requested exact URLs (not evidence of wrong entity)
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[0].@graph[0].makesOffer,Schema.org range error,makesOffer contains Text; expected Offer
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[1].@graph[1].provider,Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[1].@graph[1].provider,Approved identity,url lacks trailing slash
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[1].@graph[1].provider,Reference consistency,partial business definition lacks email; consolidate into @id reference
https://www.805shutters.com/commercial-roller-shades-ventura-county/,$[1].@graph[1].availableChannel.servicePhone,Schema.org range error,servicePhone contains Text; expected ContactPoint
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[0].@graph[0],Approved identity,telephone lacks approved +1 format
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[0].@graph[0],Approved identity,url lacks trailing slash
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[0].@graph[0],Google required / deliberately omitted,address absent; service-area privacy rule retained; LocalBusiness rich-result eligibility gap
https://www.805shutters.com/sliding-door-window-treatments-ventura-county/,$[0].@graph[0],Google recommended / deliberately omitted,geo absent; no verified customer-facing physical location
